  Time                 , V(y1)                , V(y2)                
  9.993749750883e-02  ,7.465563587523e-01  ,1.094750880601e+00  
  9.993799752027e-02  ,5.276721356640e-01  ,1.075288150724e+00  
  9.993849753172e-02  ,3.028141541563e-01  ,1.056170200687e+00  
  9.993899754316e-02  ,7.907207565360e-02  ,1.037392997061e+00  
  9.993949755460e-02  ,-1.330825571293e-01  ,1.018953775527e+00  
  9.993999756605e-02  ,-3.149286524898e-01  ,1.000852487610e+00  
  9.994049757749e-02  ,-4.417037118398e-01  ,9.830910046454e-01  
  9.994099758894e-02  ,-4.971787406011e-01  ,9.656681563216e-01  
  9.994149760038e-02  ,-4.815489616385e-01  ,9.485776955766e-01  
  9.994199761182e-02  ,-4.050704311908e-01  ,9.318094768999e-01  
  9.994249762327e-02  ,-2.751667892030e-01  ,9.153576564818e-01  
  9.994299763471e-02  ,-1.054136793994e-01  ,8.992116970316e-01  
  9.994349764616e-02  ,9.262318491439e-02  ,8.833629980473e-01  
  9.994399765760e-02  ,3.085698096438e-01  ,8.678036389518e-01  
  9.994449766904e-02  ,5.339085452826e-01  ,8.525266677350e-01  
  9.994499768049e-02  ,7.619412548218e-01  ,8.375269770348e-01  
  9.994549769193e-02  ,9.849186233809e-01  ,8.236205419289e-01  
  9.994599770338e-02  ,1.170487572749e+00  ,8.694665121802e-01  
  9.994649771482e-02  ,1.331648602542e+00  ,1.011641375238e+00  
  9.994699772627e-02  ,1.455174160517e+00  ,1.153070710796e+00  
  9.994749773771e-02  ,1.488577582914e+00  ,1.218477799917e+00  
  9.994798802168e-02  ,1.441883019457e+00  ,1.225868823976e+00  
  9.994848803312e-02  ,1.335240756811e+00  ,1.209017205801e+00  
  9.994898804456e-02  ,1.184695661664e+00  ,1.187823434186e+00  
  9.994948805601e-02  ,1.000971105962e+00  ,1.166725572143e+00  
  9.994998806745e-02  ,7.941550223659e-01  ,1.145990991703e+00  
  9.995048807890e-02  ,5.736961775365e-01  ,1.125621138965e+00  
  9.995098809034e-02  ,3.471027658355e-01  ,1.105612057230e+00  
  9.995148810178e-02  ,1.211375393987e-01  ,1.085959325290e+00  
  9.995198811323e-02  ,-9.449248756250e-02  ,1.066659639773e+00  
  9.995248812467e-02  ,-2.816024883576e-01  ,1.047712515560e+00  
  9.995298813612e-02  ,-4.119630110506e-01  ,1.029119652888e+00  
  9.995348814756e-02  ,-4.753831898357e-01  ,1.010879726267e+00  
  9.995398815900e-02  ,-4.654055993380e-01  ,9.929873769192e-01  
  9.995448817045e-02  ,-3.918989679904e-01  ,9.754332563181e-01  
  9.995498818189e-02  ,-2.663193257484e-01  ,9.582079650621e-01  
  9.995548819334e-02  ,-9.995136369275e-02  ,9.413024182857e-01  
  9.995598820478e-02  ,9.546899282216e-02  ,9.247077285170e-01  
  9.995648821623e-02  ,3.092523880144e-01  ,9.084155771033e-01  
  9.995698822767e-02  ,5.327257735678e-01  ,8.924186421476e-01  
  9.995748823911e-02  ,7.588669234250e-01  ,8.767109145275e-01  
  9.995798825056e-02  ,9.797001037160e-01  ,8.614960892656e-01  
  9.995848826200e-02  ,1.169121946120e+00  ,8.842916314419e-01  
  9.995898827345e-02  ,1.317785892182e+00  ,9.997295607530e-01  
  9.995948828489e-02  ,1.436941187211e+00  ,1.135526914259e+00  
  9.995995582372e-02  ,1.469994802297e+00  ,1.197190211101e+00  
  9.996045583517e-02  ,1.428182885846e+00  ,1.211628958408e+00  
  9.996095584661e-02  ,1.319342562195e+00  ,1.195091061137e+00  
  9.996145585806e-02  ,1.167726116610e+00  ,1.174126486622e+00  
  9.996195586950e-02  ,9.835161400553e-01  ,1.153270403646e+00  
  9.996245588094e-02  ,7.758071439667e-01  ,1.132773612316e+00  
  9.996295589239e-02  ,5.542353363947e-01  ,1.112637269392e+00  
  9.996345590383e-02  ,3.261188400992e-01  ,1.092857426371e+00  
  9.996395591528e-02  ,9.787958159760e-02  ,1.073429633617e+00  
  9.996445592672e-02  ,-1.217664781154e-01  ,1.054350323050e+00  
  9.996495593816e-02  ,-3.157976990955e-01  ,1.035618706884e+00  
  9.996545594961e-02  ,-4.584510746239e-01  ,1.017236781660e+00  
  9.996595596105e-02  ,-5.294199475157e-01  ,9.992046326290e-01  
  9.996645597250e-02  ,-5.276705557141e-01  ,9.815150430481e-01  
  9.996695598394e-02  ,-4.618527049015e-01  ,9.641598444464e-01  
  9.996745599538e-02  ,-3.405110791658e-01  ,9.471322775835e-01  
  9.996795600683e-02  ,-1.782221585953e-01  ,9.304208878762e-01  
  9.996845601827e-02  ,1.369724116527e-02  ,9.140168947950e-01  
  9.996895602972e-02  ,2.248423488727e-01  ,8.979121001433e-01  
  9.996945604116e-02  ,4.462515192226e-01  ,8.820990165221e-01  
  9.996995605261e-02  ,6.706422593390e-01  ,8.665711888436e-01  
  9.997045606405e-02  ,8.898437423189e-01  ,8.513394796152e-01  
  9.997095607549e-02  ,1.086796416621e+00  ,8.463139890717e-01  
  9.997145608694e-02  ,1.226925962264e+00  ,9.169779789250e-01  
  9.997195609838e-02  ,1.339357362955e+00  ,1.037437363123e+00  
  9.997245610983e-02  ,1.375143017916e+00  ,1.101304790177e+00  
  9.997295612127e-02  ,1.332426123975e+00  ,1.115658879897e+00  
  9.997345613271e-02  ,1.224995562570e+00  ,1.107487538665e+00  
  9.997395614416e-02  ,1.069378174433e+00  ,1.088021295602e+00  
  9.997445615560e-02  ,8.823561100023e-01  ,1.068686484867e+00  
  9.997495616705e-02  ,6.728066092942e-01  ,1.049685801358e+00  
  9.997545617849e-02  ,4.496518197872e-01  ,1.031019218719e+00  
  9.997595618993e-02  ,2.210014574846e-01  ,1.012682537309e+00  
  9.997645620138e-02  ,-9.075800416724e-03  ,9.946729719879e-01  
  9.997695621282e-02  ,-2.312900370299e-01  ,9.769864494366e-01  
  9.997745622427e-02  ,-4.291785558966e-01  ,9.596225318539e-01  
  9.997795623571e-02  ,-5.764978331861e-01  ,9.425838064633e-01  
  9.997845624715e-02  ,-6.516019926597e-01  ,9.258712037033e-01  
  9.997895625860e-02  ,-6.518677864580e-01  ,9.094794484829e-01  
  9.997945627004e-02  ,-5.873002118628e-01  ,8.933995947567e-01  
  9.997995628149e-02  ,-4.693563549171e-01  ,8.776226389038e-01  
  9.998045629293e-02  ,-3.094165945736e-01  ,8.621399356640e-01  
  9.998095630438e-02  ,-1.191828873152e-01  ,8.469429590579e-01  
  9.998145631582e-02  ,9.047698835616e-02  ,8.320236669430e-01  
  9.998195632726e-02  ,3.105421934383e-01  ,8.173748336590e-01  
  9.998245633871e-02  ,5.334840980158e-01  ,8.029900546893e-01  
  9.998295635015e-02  ,7.508188211364e-01  ,7.888647593292e-01  
  9.998345636160e-02  ,9.479836662404e-01  ,7.761359690431e-01  
  9.998395637304e-02  ,1.091486195261e+00  ,8.041622563383e-01  
  9.998445638448e-02  ,1.185794385462e+00  ,8.868067679104e-01  
  9.998495639593e-02  ,1.221467386976e+00  ,9.516814667336e-01  
  9.998545640737e-02  ,1.175120344333e+00  ,9.631563653838e-01  
  9.998595641882e-02  ,1.064977693385e+00  ,9.503148083361e-01  
  9.998645643026e-02  ,9.110337529488e-01  ,9.336121142048e-01  
  9.998695644170e-02  ,7.236990528449e-01  ,9.170088404469e-01  
  9.998745645315e-02  ,5.133518209681e-01  ,9.006915474942e-01  
  9.998795646459e-02  ,2.894085146124e-01  ,8.846609620474e-01  
  9.998845647604e-02  ,5.905147269059e-02  ,8.689143311750e-01  
  9.998895648748e-02  ,-1.718001405876e-01  ,8.534483749556e-01  
  9.998945649893e-02  ,-3.952647985157e-01  ,8.382603200061e-01  
  9.998995651037e-02  ,-5.951767359301e-01  ,8.233504050107e-01  
  9.999045652181e-02  ,-7.416737271654e-01  ,8.087223712975e-01  
  9.999095653326e-02  ,-8.214950074245e-01  ,7.943767029099e-01  
  9.999145654470e-02  ,-8.246358625344e-01  ,7.803105772484e-01  
  9.999195655615e-02  ,-7.615418933154e-01  ,7.665155911524e-01  
  9.999245656759e-02  ,-6.448485881717e-01  ,7.529830520692e-01  
  9.999295657903e-02  ,-4.859588458905e-01  ,7.397050054276e-01  
  9.999345659048e-02  ,-2.966463519657e-01  ,7.266735762535e-01  
  9.999395660192e-02  ,-8.778569034621e-02  ,7.138813701547e-01  
  9.999445661337e-02  ,1.315364400399e-01  ,7.013217429036e-01  
  9.999495662481e-02  ,3.536897252219e-01  ,6.889887658484e-01  
  9.999545663625e-02  ,5.700154873070e-01  ,6.768768050627e-01  
  9.999595664770e-02  ,7.661153164204e-01  ,6.650985949463e-01  
  9.999645665914e-02  ,9.158391277263e-01  ,6.665525365265e-01  
  9.999695667059e-02  ,9.993621175179e-01  ,7.103643996754e-01  
  9.999745668203e-02  ,1.030319824048e+00  ,7.629304164457e-01  
  9.999795669347e-02  ,9.877256105642e-01  ,7.765292307708e-01  
  9.999845670492e-02  ,8.772280018287e-01  ,7.668681050357e-01  
  9.999895671636e-02  ,7.218816568649e-01  ,7.533860714581e-01  
  9.999945672781e-02  ,5.341125893075e-01  ,7.399708740516e-01  
  9.999995673925e-02  ,3.232386386933e-01  ,7.267858875433e-01  
  1.000000000000e-01  ,3.042016731463e-01  ,7.256560362675e-01  
