  Time                 , V(C)                 , V(M)                 , V(y0)                , V(y1)                , V(y2)                , V(y3)                , V(y4)                
  9.924366006881e-02  ,4.518895185236e-02  ,4.901150918001e-01  ,-1.095750865515e-01  ,-8.639695974497e-01  ,2.796323961139e-01  ,-2.216186570304e-01  ,-1.828793776361e-01  
  9.924503259689e-02  ,-6.009614899831e-01  ,4.939240105876e-01  ,-1.131062235181e-01  ,-2.322283989321e-01  ,2.774833795941e-01  ,-2.237319994027e-01  ,-1.879907111474e-01  
  9.924624033004e-02  ,-9.495432637029e-01  ,4.965163521824e-01  ,-6.766989548077e-02  ,2.502360164279e-01  ,2.757274133397e-01  ,-2.254566707009e-01  ,-1.921636171406e-01  
  9.924730901748e-02  ,-9.762971273133e-01  ,4.982143232894e-01  ,-9.144189782844e-03  ,4.513561367646e-01  ,2.796528896785e-01  ,-2.215043289361e-01  ,-1.952524887340e-01  
  9.924833154708e-02  ,-7.437453162762e-01  ,4.993132981305e-01  ,4.436799213327e-02  ,3.787493060104e-01  ,2.810875734586e-01  ,-2.200445875521e-01  ,-1.977352507822e-01  
  9.924943475753e-02  ,-2.803146193265e-01  ,4.999211688415e-01  ,8.945924789332e-02  ,5.025026850029e-02  ,2.788259414629e-01  ,-2.222792390682e-01  ,-2.002503715374e-01  
  9.925062112838e-02  ,3.071655712632e-01  ,4.999048105708e-01  ,1.117342723898e-01  ,-4.703275206473e-01  ,2.748339780765e-01  ,-2.262419078406e-01  ,-2.029393647444e-01  
  9.925218362838e-02  ,8.901213323131e-01  ,4.988239470098e-01  ,7.983251227087e-02  ,-1.148008203221e+00  ,2.709598251588e-01  ,-2.300767557950e-01  ,-2.065944324362e-01  
  9.925374612838e-02  ,9.516560890532e-01  ,4.965413728687e-01  ,-6.320153671692e-03  ,-1.466423852895e+00  ,2.683020709212e-01  ,-2.326947630618e-01  ,-2.101873783771e-01  
  9.925504846603e-02  ,5.679037719381e-01  ,4.937245039332e-01  ,-6.507284711542e-02  ,-1.256612550453e+00  ,2.667558960659e-01  ,-2.342077181359e-01  ,-2.130202633877e-01  
  9.925636835128e-02  ,-5.945475985088e-02  ,4.900265672084e-01  ,-1.033298971965e-01  ,-7.404875805391e-01  ,2.656095983437e-01  ,-2.353203374462e-01  ,-2.157125174650e-01  
  9.925793085128e-02  ,-7.478967739227e-01  ,4.845605609719e-01  ,-1.009040759871e-01  ,-3.929582868214e-02  ,2.644444138456e-01  ,-2.364457419552e-01  ,-2.186357815571e-01  
  9.925941324264e-02  ,-9.998152467571e-01  ,4.782954445245e-01  ,-3.628164231263e-02  ,4.131244121775e-01  ,2.665331581682e-01  ,-2.343199386531e-01  ,-2.208835050463e-01  
  9.926029415161e-02  ,-8.951556826442e-01  ,4.740801542772e-01  ,1.236857484111e-02  ,4.591021691150e-01  ,2.734382086103e-01  ,-2.273939455574e-01  ,-2.216169129630e-01  
  9.926144371063e-02  ,-5.063518737976e-01  ,4.680338233456e-01  ,6.654951614005e-02  ,2.393362795772e-01  ,2.762856988709e-01  ,-2.245200084107e-01  ,-2.220887109558e-01  
  9.926249294311e-02  ,-3.547172420029e-03  ,4.619821751207e-01  ,9.624353646642e-02  ,-1.682026060386e-01  ,2.714759708028e-01  ,-2.293054471368e-01  ,-2.225696325426e-01  
  9.926405544311e-02  ,7.045941029378e-01  ,4.520420296665e-01  ,9.971352619656e-02  ,-8.559836532996e-01  ,2.664447426395e-01  ,-2.342991181281e-01  ,-2.239076977730e-01  
  9.926560649902e-02  ,9.999567589588e-01  ,4.410975515826e-01  ,2.809963133345e-02  ,-1.355683529506e+00  ,2.632677883175e-01  ,-2.374377662772e-01  ,-2.256293566461e-01  
  9.926716899902e-02  ,7.136519261261e-01  ,4.290136373611e-01  ,-5.250750947931e-02  ,-1.299869279766e+00  ,2.613531297780e-01  ,-2.393133313630e-01  ,-2.274766308742e-01  
  9.926838512451e-02  ,1.823799201961e-01  ,4.188916468173e-01  ,-1.034995566462e-01  ,-9.116967406376e-01  ,2.603845100562e-01  ,-2.402514030468e-01  ,-2.288765323382e-01  
  9.926971740753e-02  ,-4.673333419761e-01  ,4.071016725433e-01  ,-1.204625923763e-01  ,-3.011154478612e-01  ,2.596537643374e-01  ,-2.409486296807e-01  ,-2.303408855618e-01  
  9.927098827392e-02  ,-9.023017339050e-01  ,3.951903724608e-01  ,-8.573469953669e-02  ,2.500376348292e-01  ,2.590653952012e-01  ,-2.415050439361e-01  ,-2.316414330909e-01  
  9.927210140258e-02  ,-9.935314981620e-01  ,3.842393614316e-01  ,-2.463264022899e-02  ,5.359495308839e-01  ,3.007391894846e-01  ,-1.998094496120e-01  ,-2.297333263617e-01  
  9.927323284179e-02  ,-7.759820804142e-01  ,3.726267936157e-01  ,4.016919855348e-02  ,5.250415485055e-01  ,3.303975371931e-01  ,-1.701349667056e-01  ,-2.249400433607e-01  
  9.927427520782e-02  ,-3.563142754681e-01  ,3.615114618793e-01  ,8.236561676542e-02  ,2.433504795887e-01  ,3.252456400682e-01  ,-1.752728722322e-01  ,-2.203341178018e-01  
  9.927534790069e-02  ,1.739840217876e-01  ,3.496681454814e-01  ,1.127840030760e-01  ,-1.837581084601e-01  ,3.123227096565e-01  ,-1.881795946655e-01  ,-2.167086219195e-01  
  9.927653408081e-02  ,6.969339264925e-01  ,3.361101098156e-01  ,1.021359946162e-01  ,-7.251176529983e-01  ,2.966948548891e-01  ,-2.037865230940e-01  ,-2.143878401068e-01  
  9.927809658081e-02  ,9.998979704742e-01  ,3.175415934083e-01  ,2.812330831518e-02  ,-1.231997533312e+00  ,2.832965498368e-01  ,-2.171525101573e-01  ,-2.138199671386e-01  
  9.927965908081e-02  ,7.171353443432e-01  ,2.982080914891e-01  ,-4.634081814041e-02  ,-1.154000029225e+00  ,2.749305014282e-01  ,-2.254831799109e-01  ,-2.147488368814e-01  
  9.928103408843e-02  ,1.083160632803e-01  ,2.805986593883e-01  ,-1.079646930244e-01  ,-7.127456852772e-01  ,2.703516276457e-01  ,-2.300292962933e-01  ,-2.162957433852e-01  
  9.928246994049e-02  ,-5.754947324755e-01  ,2.616517601136e-01  ,-1.210618964698e-01  ,-4.930292325240e-02  ,2.674508208319e-01  ,-2.328948367868e-01  ,-2.183275353712e-01  
  9.928380489379e-02  ,-9.592200039965e-01  ,2.435579309645e-01  ,-7.251551510890e-02  ,4.983073207597e-01  ,2.878215545350e-01  ,-2.124948313508e-01  ,-2.184089295402e-01  
  9.928470506698e-02  ,-9.862685169074e-01  ,2.311132993471e-01  ,-2.039152778035e-02  ,6.945763014775e-01  ,4.176105084229e-01  ,-8.270308755293e-02  ,-2.102403025231e-01  
  9.928572206527e-02  ,-7.793873964888e-01  ,2.168317637819e-01  ,3.983921935470e-02  ,6.832491746212e-01  ,4.919219680580e-01  ,-8.402933397191e-03  ,-1.943020898207e-01  
  9.928664140731e-02  ,-4.183025930648e-01  ,2.037307276430e-01  ,7.570693645513e-02  ,4.431124622280e-01  ,4.755718943609e-01  ,-2.476442968296e-02  ,-1.799875280556e-01  
  9.928764104873e-02  ,7.083944298280e-02  ,1.892929076834e-01  ,9.799392631900e-02  ,3.535643855582e-02  ,4.231431341908e-01  ,-7.720037544753e-02  ,-1.677055215143e-01  
  9.928920354873e-02  ,7.554213891853e-01  ,1.663572057859e-01  ,9.179136801881e-02  ,-6.449171521546e-01  ,3.680469365593e-01  ,-1.322893314302e-01  ,-1.585807870106e-01  
  9.929074773818e-02  ,9.980974707336e-01  ,1.432963149120e-01  ,1.770951041644e-02  ,-1.087291984042e+00  ,3.349955975156e-01  ,-1.653190937651e-01  ,-1.571793062885e-01  
  9.929231023818e-02  ,6.621642484425e-01  ,1.196190032768e-01  ,-5.915732786892e-02  ,-9.589831324155e-01  ,3.144089764810e-01  ,-1.858756084317e-01  ,-1.598485881450e-01  
  9.929360399276e-02  ,7.332537613434e-02  ,9.979353476757e-02  ,-1.143214907951e-01  ,-5.160327986552e-01  ,3.029549604337e-01  ,-1.973012789989e-01  ,-1.635434978316e-01  
  9.929500741989e-02  ,-5.907985005361e-01  ,7.810211403948e-02  ,-1.239826053051e-01  ,1.407843823361e-01  ,2.947066526973e-01  ,-2.055163548021e-01  ,-1.685091713691e-01  
  9.929610624343e-02  ,-9.262645070548e-01  ,6.101056236223e-02  ,-8.443566811578e-02  ,6.120825771179e-01  ,3.604244084741e-01  ,-1.397821087558e-01  ,-1.675735561862e-01  
  9.929698143035e-02  ,-9.985693376688e-01  ,4.734454542406e-02  ,-3.306932066171e-02  ,8.524946887513e-01  ,5.594598112912e-01  ,5.924078266913e-02  ,-1.543909640905e-01  
  9.929792385131e-02  ,-8.642140617097e-01  ,3.258894925596e-02  ,2.761412519264e-02  ,9.155348860260e-01  ,6.795040553442e-01  ,1.792491612777e-01  ,-1.297634158321e-01  
  9.929874782592e-02  ,-5.886690034905e-01  ,1.966403183645e-02  ,6.097505052522e-02  ,7.532650525377e-01  ,6.532963257661e-01  ,1.530081812700e-01  ,-1.082355405581e-01  
  9.929959144622e-02  ,-2.039211038414e-01  ,6.417371524606e-03  ,8.819285184693e-02  ,4.635566665930e-01  ,5.950808489236e-01  ,9.476558272678e-02  ,-9.045471816904e-02  
  9.930115394622e-02  ,5.480545811729e-01  ,-1.812217482367e-02  ,1.045932863593e-01  ,-2.146280031680e-01  ,4.851014482077e-01  ,-1.523890319336e-02  ,-7.158253585956e-02  
  9.930261154205e-02  ,9.668786986504e-01  ,-4.097600068798e-02  ,5.139733638212e-02  ,-7.704427426729e-01  ,4.220263245297e-01  ,-7.831057934840e-02  ,-6.821219203173e-02  
  9.930417404205e-02  ,8.641658213016e-01  ,-6.537795544225e-02  ,-3.159381300534e-02  ,-8.930782064622e-01  ,3.794110250417e-01  ,-1.209057649175e-01  ,-7.276233407538e-02  
  9.930534496337e-02  ,4.393913738073e-01  ,-8.356449372925e-02  ,-8.184430494174e-02  ,-6.012131652831e-01  ,3.576316901666e-01  ,-1.426636657318e-01  ,-7.900354733620e-02  
  9.930661201507e-02  ,-1.809660412653e-01  ,-1.031159868560e-01  ,-1.140692746866e-01  ,-5.807475997175e-02  ,3.413727379302e-01  ,-1.588949609143e-01  ,-8.755608272073e-02  
  9.930788421661e-02  ,-7.321321444424e-01  ,-1.225825420751e-01  ,-1.123390423675e-01  ,5.177517894557e-01  ,3.373870465736e-01  ,-1.628519213797e-01  ,-9.608157884914e-02  
  9.930873413116e-02  ,-9.485613976242e-01  ,-1.354802995848e-01  ,-7.765381255057e-02  ,8.512460792564e-01  ,5.539925176111e-01  ,5.374711138183e-02  ,-8.904482970161e-02  
  9.930969715148e-02  ,-9.869177999273e-01  ,-1.499772696572e-01  ,-1.093333029276e-02  ,1.104783210399e+00  ,8.163491474792e-01  ,3.160607647566e-01  ,-6.387496131382e-02  
  9.931053419143e-02  ,-8.349947043270e-01  ,-1.624667369608e-01  ,3.186799656187e-02  ,1.094171690892e+00  ,8.498294657219e-01  ,3.494872923079e-01  ,-3.496503271010e-02  
  9.931136713058e-02  ,-5.391624197419e-01  ,-1.747835151174e-01  ,6.027433589958e-02  ,8.960992789239e-01  ,7.677801825717e-01  ,2.673848586962e-01  ,-7.505419407656e-03  
  9.931222877532e-02  ,-1.359104599860e-01  ,-1.873987332290e-01  ,8.794637446143e-02  ,5.886217641353e-01  ,6.802595047048e-01  ,1.798257710145e-01  ,1.167444152392e-02  
  9.931307868987e-02  ,2.867965736536e-01  ,-1.997077350249e-01  ,1.056064399214e-01  ,2.312574323082e-01  ,6.062659712227e-01  ,1.058089360905e-01  ,2.267315281391e-02  
  9.931464118987e-02  ,8.801980921786e-01  ,-2.219590648693e-01  ,7.555154376983e-02  ,-4.301653861582e-01  ,5.055193804902e-01  ,5.048937371614e-03  ,2.742036787436e-02  
  9.931620368987e-02  ,9.579915058820e-01  ,-2.436756758850e-01  ,-7.053805781841e-03  ,-7.347505069205e-01  ,4.430406438607e-01  ,-5.741793910809e-02  ,1.965154631748e-02  
  9.931750659973e-02  ,5.850982027692e-01  ,-2.613376684596e-01  ,-6.540629411654e-02  ,-5.197471758676e-01  ,4.077840478555e-01  ,-9.265407985143e-02  ,8.561260934838e-03  
  9.931883029968e-02  ,-4.035206134327e-02  ,-2.788330010145e-01  ,-1.060184944159e-01  ,1.197051240005e-03  ,3.836765887636e-01  ,-1.167336196647e-01  ,-5.499693293378e-03  
  9.932023563415e-02  ,-6.792653753072e-01  ,-2.968789872087e-01  ,-1.174493047708e-01  ,6.238417310339e-01  ,3.997974384879e-01  ,-1.005857227114e-01  ,-1.821502099041e-02  
  9.932110214263e-02  ,-9.254856943010e-01  ,-3.077197132390e-01  ,-8.678620142835e-02  ,9.729730321002e-01  ,6.686493938409e-01  ,1.682491499315e-01  ,-9.246076360565e-03  
  9.932207927734e-02  ,-9.947329373420e-01  ,-3.196705143901e-01  ,-1.753217212740e-02  ,1.262430240376e+00  ,9.697840718293e-01  ,4.693221182168e-01  ,2.131397609530e-02  
  9.932297725707e-02  ,-8.503981081353e-01  ,-3.303878748299e-01  ,2.957861162908e-02  ,1.270607296438e+00  ,1.015376929882e+00  ,5.148376208537e-01  ,5.813886800034e-02  
  9.932387495071e-02  ,-5.358477142951e-01  ,-3.408390244570e-01  ,6.152837998098e-02  ,1.062610399727e+00  ,9.113021075506e-01  ,4.106864942030e-01  ,9.290133201045e-02  
  9.932494764358e-02  ,-2.631416943325e-02  ,-3.529713789804e-01  ,9.295001913486e-02  ,6.596268697700e-01  ,7.629306783142e-01  ,2.622541745638e-01  ,1.176988018036e-01  
  9.932651014358e-02  ,6.882549982207e-01  ,-3.699227631450e-01  ,9.885207887547e-02  ,-2.026651828739e-02  ,6.151262951937e-01  ,1.144101278274e-01  ,1.279355191068e-01  
  9.932807264358e-02  ,9.996537222893e-01  ,-3.859829709719e-01  ,2.883998716996e-02  ,-5.260720831671e-01  ,5.236546549318e-01  ,2.293634610881e-02  ,1.193467825650e-01  
  9.932963514358e-02  ,7.254688535194e-01  ,-4.011133120136e-01  ,-5.115428436625e-02  ,-4.774895563864e-01  ,4.655287316559e-01  ,-3.517043821507e-02  ,1.011636189972e-01  
  9.933091154128e-02  ,1.693084099546e-01  ,-4.127576729111e-01  ,-1.054404143478e-01  ,-7.280316518952e-02  ,4.323596276988e-01  ,-6.831533539763e-02  ,8.321425008525e-02  
  9.933227510482e-02  ,-4.927731904405e-01  ,-4.244636549449e-01  ,-1.209719994377e-01  ,5.543607696816e-01  ,4.097355650112e-01  ,-9.090775731243e-02  ,6.242901745163e-02  
  9.933310670883e-02  ,-8.035786928937e-01  ,-4.312218377757e-01  ,-1.067210190734e-01  ,9.147033444981e-01  ,6.177171896612e-01  ,1.170688023919e-01  ,6.225228216387e-02  
  9.933406515151e-02  ,-9.878959586031e-01  ,-4.386454474361e-01  ,-5.000984269291e-02  ,1.276849328251e+00  ,9.697703914984e-01  ,4.690728041216e-01  ,8.336323273287e-02  
  9.933498649627e-02  ,-9.531321102961e-01  ,-4.454069233265e-01  ,4.512120140591e-03  ,1.412918070112e+00  ,1.128329314275e+00  ,6.275460706768e-01  ,1.213370157719e-01  
  9.933585081130e-02  ,-7.372376512048e-01  ,-4.514107680869e-01  ,4.491869057030e-02  ,1.324622238827e+00  ,1.091198777762e+00  ,5.903297725450e-01  ,1.581277795565e-01  
  9.933670539886e-02  ,-3.888749378950e-01  ,-4.570198507504e-01  ,7.323674219237e-02  ,1.067012142722e+00  ,9.569843101017e-01  ,4.560406751896e-01  ,1.880467168571e-01  
  9.933826789886e-02  ,3.764746917072e-01  ,-4.664208814758e-01  ,1.095774040876e-01  ,4.202141141463e-01  ,7.461690736803e-01  ,2.451471009121e-01  ,2.116042778996e-01  
  9.933983039886e-02  ,9.212905527983e-01  ,-4.746982634441e-01  ,7.046841726216e-02  ,-2.337948486223e-01  ,6.157820793836e-01  ,1.147365794620e-01  ,2.070155188108e-01  
  9.934139289886e-02  ,9.264269029479e-01  ,-4.818320557172e-01  ,-1.522900923360e-02  ,-4.896360919427e-01  ,5.336172304029e-01  ,3.257954857609e-02  ,1.876883514498e-01  
  9.934259643585e-02  ,5.478939331141e-01  ,-4.865363539531e-01  ,-6.773429855162e-02  ,-2.643420573766e-01  ,4.895797478080e-01  ,-1.144009053833e-02  ,1.681164885015e-01  
  9.934383621246e-02  ,-4.332154582911e-02  ,-4.906550368305e-01  ,-1.025165222113e-01  ,2.265029871696e-01  ,4.574687637731e-01  ,-4.352483294053e-02  ,1.452820672035e-01  
  9.934490489990e-02  ,-5.484554828108e-01  ,-4.936082802670e-01  ,-1.145398422976e-01  ,6.984944333562e-01  ,4.695352062512e-01  ,-3.143732927353e-02  ,1.274467995253e-01  
  9.934565134078e-02  ,-8.167283214288e-01  ,-4.953411908691e-01  ,-1.010020996322e-01  ,1.009143137845e+00  ,7.040330684086e-01  ,2.030500992886e-01  ,1.277970842241e-01  
  9.934628601104e-02  ,-9.564939628664e-01  ,-4.966003969287e-01  ,-6.558993556494e-02  ,1.256555683023e+00  ,9.481053797910e-01  ,4.470868746113e-01  ,1.411924870227e-01  
  9.934750213653e-02  ,-9.507241030544e-01  ,-4.984612988732e-01  ,1.093430181099e-02  ,1.482895027896e+00  ,1.205145649364e+00  ,7.040073553150e-01  ,1.909876048244e-01  
  9.934835214645e-02  ,-7.367840563546e-01  ,-4.993301462644e-01  ,4.823848560739e-02  ,1.382073597777e+00  ,1.154830976912e+00  ,6.536032130478e-01  ,2.268344508437e-01  
  9.934921989471e-02  ,-3.821517747799e-01  ,-4.998498503019e-01  ,7.963498266621e-02  ,1.122345205446e+00  ,1.031888201188e+00  ,5.305833063744e-01  ,2.550039879085e-01  
  9.935068283111e-02  ,3.365288929062e-01  ,-4.998849597812e-01  ,1.117367097351e-01  ,5.001062448288e-01  ,8.128388172670e-01  ,3.114496992401e-01  ,2.776351644247e-01  
  9.935224533111e-02  ,9.038253258103e-01  ,-4.987565725376e-01  ,7.718890730064e-02  ,-1.720749493443e-01  ,6.655099451438e-01  ,1.640894532421e-01  ,2.718575429489e-01  
  9.935380783111e-02  ,9.416731408726e-01  ,-4.964266370249e-01  ,-9.130482957433e-03  ,-4.719319141814e-01  ,5.725534656363e-01  ,7.113695092408e-02  ,2.495032906495e-01  
  9.935522365600e-02  ,4.933150972303e-01  ,-4.932824019188e-01  ,-6.877556911054e-02  ,-2.061469860357e-01  ,5.167639054627e-01  ,1.536853784237e-02  ,2.222323675349e-01  
  9.935650596649e-02  ,-1.283080999083e-01  ,-4.895923912112e-01  ,-1.033465781896e-01  ,3.079346333657e-01  ,4.806388077486e-01  ,-2.072911311678e-02  ,1.951293087466e-01  
  9.935755958587e-02  ,-6.117489767037e-01  ,-4.859656100056e-01  ,-1.099746562542e-01  ,7.678495028308e-01  ,5.191844299014e-01  ,1.783375768955e-02  ,1.766735129007e-01  
  9.935834465057e-02  ,-8.688557071933e-01  ,-4.829168721741e-01  ,-8.915556002440e-02  ,1.084423173889e+00  ,7.771838086528e-01  ,2.758164230460e-01  ,1.779434152395e-01  
  9.935893316299e-02  ,-9.754388867802e-01  ,-4.804386894723e-01  ,-5.359040370899e-02  ,1.295417278463e+00  ,9.893066474410e-01  ,4.879031490849e-01  ,1.904824731542e-01  
  9.936008329421e-02  ,-9.372888433625e-01  ,-4.751223181136e-01  ,1.663999866858e-02  ,1.463294016887e+00  ,1.191099116706e+00  ,6.895845906560e-01  ,2.337968964478e-01  
  9.936092138320e-02  ,-7.128119183205e-01  ,-4.708572599666e-01  ,5.231896822054e-02  ,1.341900860023e+00  ,1.129366527296e+00  ,6.277695859109e-01  ,2.645694186336e-01  
  9.936180458099e-02  ,-3.424804303828e-01  ,-4.660094827938e-01  ,7.932260920404e-02  ,1.047894931864e+00  ,9.780110089069e-01  ,4.763409932626e-01  ,2.888862772775e-01  
  9.936336708099e-02  ,4.221742371954e-01  ,-4.565568582325e-01  ,1.148207637680e-01  ,3.803906693932e-01  ,7.708330857679e-01  ,2.690926837609e-01  ,3.010356339781e-01  
  9.936492958099e-02  ,9.395249623073e-01  ,-4.460043482101e-01  ,7.076615510271e-02  ,-2.798283149964e-01  ,6.419868875815e-01  ,1.402284747582e-01  ,2.870682347435e-01  
  9.936628055602e-02  ,9.461982933590e-01  ,-4.360132776097e-01  ,2.201489734899e-03  ,-5.027610349422e-01  ,5.667841683438e-01  ,6.503325821466e-02  ,2.648038276622e-01  
  9.936775474578e-02  ,4.796618838199e-01  ,-4.242156542866e-01  ,-7.249748373463e-02  ,-2.727467917622e-01  ,5.128641464321e-01  ,1.113874977815e-02  ,2.336757527559e-01  
  9.936914157897e-02  ,-1.955606054155e-01  ,-4.122861737218e-01  ,-1.050435809971e-01  ,2.927857866809e-01  ,4.768003232618e-01  ,-2.489292226751e-02  ,2.024783652497e-01  
  9.937023181945e-02  ,-6.778569057331e-01  ,-4.023574207437e-01  ,-1.042014150495e-01  ,7.676818537710e-01  ,5.188648803305e-01  ,1.719057037352e-02  ,1.824705384986e-01  
  9.937105321914e-02  ,-9.158919238711e-01  ,-3.945645858109e-01  ,-7.602217301879e-02  ,1.082563763788e+00  ,7.767799238438e-01  ,2.750888185268e-01  ,1.832183532140e-01  
  9.937165660888e-02  ,-9.939807346320e-01  ,-3.886723859728e-01  ,-3.841605512247e-02  ,1.267836077506e+00  ,9.664969622573e-01  ,4.647710432750e-01  ,1.948242692140e-01  
  9.937268276245e-02  ,-9.186977724763e-01  ,-3.783322738653e-01  ,1.838987183902e-02  ,1.353179533567e+00  ,1.084185916871e+00  ,5.823779463623e-01  ,2.249559188154e-01  
  9.937372379333e-02  ,-5.983910544489e-01  ,-3.674405608949e-01  ,6.148689663749e-02  ,1.151630558078e+00  ,9.921860673136e-01  ,4.902914510098e-01  ,2.557676150856e-01  
  9.937472381622e-02  ,-1.383796243366e-01  ,-3.566076744671e-01  ,9.343493765820e-02  ,7.767849835493e-01  ,8.460535530665e-01  ,3.441018416145e-01  ,2.711421436661e-01  
  9.937628631622e-02  ,6.024547202771e-01  ,-3.389812548871e-01  ,1.141785655724e-01  ,8.060684508015e-02  ,6.857121846080e-01  ,1.837202850351e-01  ,2.700941610080e-01  
  9.937784881622e-02  ,9.903792604693e-01  ,-3.205381997728e-01  ,4.960258317526e-02  ,-5.197788938252e-01  ,5.849927817986e-01  ,8.299986124874e-02  ,2.502776265347e-01  
  9.937941131622e-02  ,7.981530617734e-01  ,-3.013229400595e-01  ,-3.801313195476e-02  ,-6.104349447559e-01  ,5.197107401087e-01  ,1.773892154939e-02  ,2.213054185441e-01  
  9.938055095703e-02  ,3.441913019534e-01  ,-2.868473854309e-01  ,-8.440438593692e-02  ,-3.104213087503e-01  ,4.854018933369e-01  ,-1.654684759184e-02  ,1.978513142736e-01  
  9.938179740936e-02  ,-2.716989529734e-01  ,-2.705948463297e-01  ,-1.062581718829e-01  ,2.235862057447e-01  ,4.575933725898e-01  ,-4.432478910238e-02  ,1.710657573932e-01  
  9.938290824920e-02  ,-7.403070371369e-01  ,-2.557601658793e-01  ,-9.642844674986e-02  ,7.068748100730e-01  ,4.753013689793e-01  ,-2.659271648839e-02  ,1.500802957439e-01  
  9.938370418579e-02  ,-9.436887022413e-01  ,-2.449382574817e-01  ,-6.524382221920e-02  ,9.931287195322e-01  ,6.926793243174e-01  ,1.907772071440e-01  ,1.480513428228e-01  
  9.938459587127e-02  ,-9.938433843359e-01  ,-2.326329477994e-01  ,-7.480850891228e-03  ,1.204756256945e+00  ,9.213659416529e-01  ,4.194232130190e-01  ,1.614574603519e-01  
  9.938536548644e-02  ,-8.786004143089e-01  ,-2.218650881629e-01  ,2.976915368736e-02  ,1.190860183920e+00  ,9.456504184624e-01  ,4.436593399803e-01  ,1.790386906324e-01  
  9.938612165481e-02  ,-6.387186873599e-01  ,-2.111590165495e-01  ,5.690194767971e-02  ,1.021891089227e+00  ,8.671363758748e-01  ,3.650983008043e-01  ,1.954574317600e-01  
  9.938733415634e-02  ,-8.326560070085e-02  ,-1.937458755928e-01  ,9.842238857177e-02  ,5.737868928248e-01  ,7.263907022590e-01  ,2.243055489521e-01  ,2.068030148535e-01  
  9.938889665634e-02  ,6.457736044664e-01  ,-1.708954139463e-01  ,1.142561127800e-01  ,-1.305650990837e-01  ,6.030156163384e-01  ,1.009114604541e-01  ,2.003980133824e-01  
  9.939045915634e-02  ,9.965273903609e-01  ,-1.476332502789e-01  ,4.453754638851e-02  ,-7.140668207832e-01  ,5.248893820617e-01  ,2.279564046784e-02  ,1.803191057127e-01  
  9.939202165634e-02  ,7.635289462601e-01  ,-1.240154251805e-01  ,-4.258789910697e-02  ,-7.668810882758e-01  ,4.737686887186e-01  ,-2.829809106434e-02  ,1.537871736822e-01  
  9.939317083389e-02  ,2.870258924301e-01  ,-1.064512362378e-01  ,-8.874453113370e-02  ,-4.466894591024e-01  ,4.464493103151e-01  ,-5.559187659686e-02  ,1.327753770684e-01  
  9.939443216354e-02  ,-3.362128877181e-01  ,-8.701405968302e-02  ,-1.070436070245e-01  ,1.021612734324e-01  ,4.240340227145e-01  ,-7.797506291937e-02  ,1.090976960644e-01  
  9.939564390212e-02  ,-8.145650853837e-01  ,-6.821204499233e-02  ,-8.758269613694e-02  ,6.201522021277e-01  ,4.211014292031e-01  ,-8.087721225785e-02  ,8.789212394687e-02  
  9.939646921188e-02  ,-9.792698643995e-01  ,-5.534782789756e-02  ,-5.021176586186e-02  ,8.843183168252e-01  ,5.933324291611e-01  ,9.135397766027e-02  ,8.415081262796e-02  
  9.939742145568e-02  ,-9.625124270330e-01  ,-4.045939512619e-02  ,9.350593974565e-03  ,1.031914596434e+00  ,7.641825854682e-01  ,2.621788830493e-01  ,9.256925688066e-02  
  9.939820575744e-02  ,-7.844970528664e-01  ,-2.816897366937e-02  ,4.474744755367e-02  ,9.481247402523e-01  ,7.550763305627e-01  ,2.530443706534e-01  ,1.028417431146e-01  
  9.939901390106e-02  ,-4.756188289834e-01  ,-1.548712850775e-02  ,7.107244857175e-02  ,7.057188194807e-01  ,6.782965014178e-01  ,1.762385112772e-01  ,1.115258634980e-01  
  9.940057640106e-02  ,2.856942286528e-01  ,9.053591818004e-03  ,1.173976560900e-01  ,5.899526388105e-02  ,5.616559733304e-01  ,5.957863494481e-02  ,1.124508938767e-01  
  9.940206604034e-02  ,8.616465376163e-01  ,3.243050367739e-02  ,9.319007446417e-02  ,-6.130147554216e-01  ,4.913016181028e-01  ,-1.076714946285e-02  ,1.002444985976e-01  
  9.940362854034e-02  ,9.681390670136e-01  ,5.687361617182e-02  ,4.972072253916e-03  ,-1.009249184277e+00  ,4.430385197596e-01  ,-5.900521268374e-02  ,8.066034212363e-02  
  9.940495338470e-02  ,6.065785745535e-01  ,7.749393245538e-02  ,-5.634374734292e-02  ,-8.528124104620e-01  ,4.142592926076e-01  ,-8.775620723386e-02  ,6.185098599924e-02  
  9.940626258880e-02  ,-6.327779202001e-03  ,9.773909819056e-02  ,-9.489706076185e-02  ,-3.760048128052e-01  ,3.940780253156e-01  ,-1.079050453242e-01  ,4.222981002832e-02  
  9.940755844146e-02  ,-6.112938285731e-01  ,1.176151167228e-01  ,-1.058050559718e-01  ,1.763315091791e-01  ,3.783721804104e-01  ,-1.235768413195e-01  ,2.308633432955e-02  
  9.940891170532e-02  ,-9.730064039905e-01  ,1.381631582926e-01  ,-4.996779385846e-02  ,6.852776332166e-01  ,4.321853419308e-01  ,-6.973542230805e-02  ,7.908968242769e-03  
  9.940980958969e-02  ,-9.762348357273e-01  ,1.516611794397e-01  ,-3.861329941671e-03  ,8.137483483700e-01  ,5.408825257911e-01  ,3.896256028778e-02  ,7.083873253764e-03  
